num,District Name,Full Name,Party,Percent Votes,fullname_w,party_w,percentvotes_w
48013,Calgary Skyview,Sahajvir Singh,NDP-New Democratic Party,8.0,Darshan Singh Darshan Singh,Liberal,45.9
48013,Calgary Skyview,Joseph Young,Independent,0.4,Darshan Singh Darshan Singh,Liberal,45.9
48014,Edmonton Centre,Randy Boissonnault,Liberal,37.2,Randy Randy,Liberal,37.2
48014,Edmonton Centre,James Cumming,Conservative,35.0,Randy Randy,Liberal,37.2
48014,Edmonton Centre,Gil McGowan,NDP-New Democratic Party,24.5,Randy Randy,Liberal,37.2
48014,Edmonton Centre,David Parker,Green Party,2.6,Randy Randy,Liberal,37.2
48014,Edmonton Centre,Steven Stauffer,Rhinoceros,0.5,Randy Randy,Liberal,37.2
48014,Edmonton Centre,Kat Yaki,Independent,0.3,Randy Randy,Liberal,37.2
48015,Edmonton Griesbach,Kerry Diotte,Conservative,40.0,Kerry Kerry,Conservative,40.0
48015,Edmonton Griesbach,Brian Gold,Liberal,21.7,Kerry Kerry,Conservative,40.0
48015,Edmonton Griesbach,Maryna Goncharenko,Libertarian,0.9,Kerry Kerry,Conservative,40.0
48015,Edmonton Griesbach,Janis Irwin,NDP-New Democratic Party,34.0,Kerry Kerry,Conservative,40.0
48015,Edmonton Griesbach,Mary Joyce,Marxist-Leninist,0.2,Kerry Kerry,Conservative,40.0
48015,Edmonton Griesbach,Linda Northcott,Radical Marijuana,0.6,Kerry Kerry,Conservative,40.0
48015,Edmonton Griesbach,Bun Bun Thompson,Rhinoceros,0.3,Kerry Kerry,Conservative,40.0
48015,Edmonton Griesbach,Heather Workman,Green Party,2.4,Kerry Kerry,Conservative,40.0
48016,Edmonton Manning,Ziad Aboultaif,Conservative,45.2,Ziad Ziad,Conservative,45.2
48016,Edmonton Manning,Sukhdev Aujla,Liberal,27.6,Ziad Ziad,Conservative,45.2
48016,Edmonton Manning,Mebreate Deres,Independent,1.1,Ziad Ziad,Conservative,45.2
48016,Edmonton Manning,Aaron Paquette,NDP-New Democratic Party,23.6,Ziad Ziad,Conservative,45.2
48016,Edmonton Manning,André Vachon,Marxist-Leninist,0.3,Ziad Ziad,Conservative,45.2
48016,Edmonton Manning,Chris Vallee,Green Party,2.2,Ziad Ziad,Conservative,45.2
48017,Edmonton Mill Woods,Jasvir Deol,NDP-New Democratic Party,12.8,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Peter Downing,Christian Heritage Party,0.6,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Ralph McLean,Green Party,2.2,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Allen K.W. Paley,Libertarian,0.8,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Naomi Rankin,Communist,0.2,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Amarjeet Sohi,Liberal,41.2,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Colin Stubbs,Independent,1.1,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Tim Uppal,Conservative,41.1,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Jasvir Deol,NDP-New Democratic Party,12.8,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Peter Downing,Christian Heritage Party,0.6,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Ralph McLean,Green Party,2.2,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Allen K.W. Paley,Libertarian,0.8,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Naomi Rankin,Communist,0.2,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Amarjeet Sohi,Liberal,41.2,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Colin Stubbs,Independent,1.1,Amarjeet Amarjeet,Liberal,41.2
48017,Edmonton Mill Woods,Tim Uppal,Conservative,41.1,Amarjeet Amarjeet,Liberal,41.2
48018,Edmonton Riverbend,Tariq Chaudary,Liberal,30.2,Matt Matt,Conservative,49.9
48018,Edmonton Riverbend,Brian Fleck,NDP-New Democratic Party,17.1,Matt Matt,Conservative,49.9
48018,Edmonton Riverbend,Matt Jeneroux,Conservative,49.9,Matt Matt,Conservative,49.9
48018,Edmonton Riverbend,Valerie Kennedy,Green Party,2.2,Matt Matt,Conservative,49.9
48018,Edmonton Riverbend,Steven Lack,Libertarian,0.7,Matt Matt,Conservative,49.9
48019,Edmonton Strathcona,Jacob K. Binnema,Green Party,2.3,Linda Linda,NDP-New Democratic Party,44.0
48019,Edmonton Strathcona,Ryan Bromsgrove,Pirate,0.4,Linda Linda,NDP-New Democratic Party,44.0
48019,Edmonton Strathcona,Linda Duncan,NDP-New Democratic Party,44.0,Linda Linda,NDP-New Democratic Party,44.0
48019,Edmonton Strathcona,Donovan Eckstrom,Rhinoceros,0.2,Linda Linda,NDP-New Democratic Party,44.0
48019,Edmonton Strathcona,Chris Jones,Independent,0.2,Linda Linda,NDP-New Democratic Party,44.0
48019,Edmonton Strathcona,Dougal MacDonald,Marxist-Leninist,0.2,Linda Linda,NDP-New Democratic Party,44.0
48019,Edmonton Strathcona,Eleanor Olszewski,Liberal,20.7,Linda Linda,NDP-New Democratic Party,44.0
48019,Edmonton Strathcona,Andrew Schurman,Independent,0.2,Linda Linda,NDP-New Democratic Party,44.0
48019,Edmonton Strathcona,Malcolm Stinson,Libertarian,0.6,Linda Linda,NDP-New Democratic Party,44.0
48019,Edmonton Strathcona,Len Thom,Conservative,31.3,Linda Linda,NDP-New Democratic Party,44.0
48020,Edmonton West,Pamela Leslie Bryan,Green Party,1.9,Kelly Kelly,Conservative,49.3
48020,Edmonton West,Alexander Dussault,Libertarian,0.6,Kelly Kelly,Conservative,49.3
48020,Edmonton West,Karen Leibovici,Liberal,34.9,Kelly Kelly,Conservative,49.3
48020,Edmonton West,Heather MacKenzie,NDP-New Democratic Party,13.0,Kelly Kelly,Conservative,49.3
48020,Edmonton West,Kelly McCauley,Conservative,49.3,Kelly Kelly,Conservative,49.3
48020,Edmonton West,Peggy Morton,Marxist-Leninist,0.2,Kelly Kelly,Conservative,49.3
48021,Edmonton--Wetaskiwin,Jacqueline Biollo,Liberal,21.5,Mike Mike,Conservative,65.8
48021,Edmonton--Wetaskiwin,Fritz K. Bitz,NDP-New Democratic Party,9.7,Mike Mike,Conservative,65.8
48021,Edmonton--Wetaskiwin,Joy-Ann Hut,Green Party,2.3,Mike Mike,Conservative,65.8
48021,Edmonton--Wetaskiwin,Mike Lake,Conservative,65.8,Mike Mike,Conservative,65.8
48021,Edmonton--Wetaskiwin,Brayden Whitlock,Libertarian,0.7,Mike Mike,Conservative,65.8
48022,Foothills,John Barlow,Conservative,75.7,John John,Conservative,75.7
48022,Foothills,Tanya MacPherson,Liberal,13.4,John John,Conservative,75.7
48022,Foothills,Cory Morgan,Libertarian,0.7,John John,Conservative,75.7
48022,Foothills,Marc Slingerland,Christian Heritage Party,0.6,John John,Conservative,75.7
48022,Foothills,Alison Thompson,NDP-New Democratic Party,6.4,John John,Conservative,75.7
48022,Foothills,Romy S. Tittel,Green Party,3.3,John John,Conservative,75.7
48023,Fort McMurray--Cold Lake,Scott Berry,Libertarian,1.2,David David,Conservative,60.6
48023,Fort McMurray--Cold Lake,Brian Deheer,Green Party,1.6,David David,Conservative,60.6
48023,Fort McMurray--Cold Lake,Kyle Harrietha,Liberal,28.4,David David,Conservative,60.6
48023,Fort McMurray--Cold Lake,Roelof Janssen,Christian Heritage Party,0.6,David David,Conservative,60.6
48023,Fort McMurray--Cold Lake,Melody Lepine,NDP-New Democratic Party,7.7,David David,Conservative,60.6
48023,Fort McMurray--Cold Lake,David Yurdiga,Conservative,60.6,David David,Conservative,60.6
48024,Grande Prairie--Mackenzie,James David Friesen,Green Party,3.1,Chris Chris,Conservative,72.9
48024,Grande Prairie--Mackenzie,Reagan Johnston,Liberal,14.7,Chris Chris,Conservative,72.9
48024,Grande Prairie--Mackenzie,Saba Mossagizi,NDP-New Democratic Party,8.1,Chris Chris,Conservative,72.9
48024,Grande Prairie--Mackenzie,Dylan Thompson,Libertarian,1.1,Chris Chris,Conservative,72.9
48024,Grande Prairie--Mackenzie,Chris Warkentin,Conservative,72.9,Chris Chris,Conservative,72.9
48025,Lakeland,Robert George McFadzean,Libertarian,1.1,Shannon Shannon,Conservative,72.8
48025,Lakeland,Danielle Montgomery,Green Party,2.3,Shannon Shannon,Conservative,72.8
48025,Lakeland,Garry Parenteau,Liberal,13.7,Shannon Shannon,Conservative,72.8
48025,Lakeland,Shannon Stubbs,Conservative,72.8,Shannon Shannon,Conservative,72.8
48025,Lakeland,Duane Zaraska,NDP-New Democratic Party,10.1,Shannon Shannon,Conservative,72.8
48026,Lethbridge,Geoffrey Capp,Christian Heritage Party,1.3,Rachael Rachael,Conservative,56.8
48026,Lethbridge,Rachael Harder,Conservative,56.8,Rachael Rachael,Conservative,56.8
48026,Lethbridge,Solly Krygier-Paine,Rhinoceros,0.4,Rachael Rachael,Conservative,56.8
48026,Lethbridge,Kas MacMillan,Green Party,2.6,Rachael Rachael,Conservative,56.8
48026,Lethbridge,Cheryl Meheden,NDP-New Democratic Party,20.5,Rachael Rachael,Conservative,56.8
48026,Lethbridge,Mike Pyne,Liberal,18.5,Rachael Rachael,Conservative,56.8
48027,Medicine Hat--Cardston--Warner,Glen Allan,Liberal,17.9,Jim Jim,Conservative,68.8
48027,Medicine Hat--Cardston--Warner,Jim Hillyer,Conservative,68.8,Jim Jim,Conservative,68.8
48027,Medicine Hat--Cardston--Warner,Brent Smith,Green Party,2.6,Jim Jim,Conservative,68.8
48027,Medicine Hat--Cardston--Warner,John Clayton Turner,Independent,1.0,Jim Jim,Conservative,68.8
48027,Medicine Hat--Cardston--Warner,Erin Weir,NDP-New Democratic Party,9.7,Jim Jim,Conservative,68.8
48028,Peace River--Westlock,Cameron Alexis,NDP-New Democratic Party,14.4,Arnold Arnold,Conservative,69.4
48028,Peace River--Westlock,Chris Brown,Liberal,12.8,Arnold Arnold,Conservative,69.4
48028,Peace River--Westlock,Sabrina Lee Levac,Green Party,2.5,Arnold Arnold,Conservative,69.4
48028,Peace River--Westlock,Jeremy Sergeew,Libertarian,0.9,Arnold Arnold,Conservative,69.4
48028,Peace River--Westlock,Arnold Viersen,Conservative,69.4,Arnold Arnold,Conservative,69.4
48029,Red Deer--Mountain View,Earl Dreeshen,Conservative,74.3,Earl Earl,Conservative,74.3
48029,Red Deer--Mountain View,Paul Harris,NDP-New Democratic Party,8.4,Earl Earl,Conservative,74.3
48029,Red Deer--Mountain View,Chandra Lescia Kastern,Liberal,13.4,Earl Earl,Conservative,74.3
48029,Red Deer--Mountain View,Scott Milne,Pirate,0.5,Earl Earl,Conservative,74.3
48029,Red Deer--Mountain View,Simon Oleny,Green Party,2.6,Earl Earl,Conservative,74.3
48029,Red Deer--Mountain View,James Walper,Libertarian,0.7,Earl Earl,Conservative,74.3
48030,Red Deer--Lacombe,Blaine Calkins,Conservative,70.7,Blaine Blaine,Conservative,70.7
48030,Red Deer--Lacombe,Doug Hart,NDP-New Democratic Party,11.4,Blaine Blaine,Conservative,70.7
48030,Red Deer--Lacombe,Les Kuzyk,Green Party,2.9,Blaine Blaine,Conservative,70.7
48030,Red Deer--Lacombe,Jeff Rock,Liberal,15.0,Blaine Blaine,Conservative,70.7
48031,St. Albert--Edmonton,Michael Cooper,Conservative,45.2,Michael Michael,Conservative,45.2
48031,St. Albert--Edmonton,Beatrice Ghettuba,Liberal,22.5,Michael Michael,Conservative,45.2
48031,St. Albert--Edmonton,Darlene Malayko,NDP-New Democratic Party,11.2,Michael Michael,Conservative,45.2
48031,St. Albert--Edmonton,Andrea Oldham,Green Party,1.4,Michael Michael,Conservative,45.2
48031,St. Albert--Edmonton,Brent Rathgeber,Independent,19.7,Michael Michael,Conservative,45.2
48032,Sherwood Park--Fort Saskatchewan,Stephen C. Burry,Libertarian,1.0,Garnett Garnett,Conservative,63.9
48032,Sherwood Park--Fort Saskatchewan,Joanne Cave,NDP-New Democratic Party,9.8,Garnett Garnett,Conservative,63.9
48032,Sherwood Park--Fort Saskatchewan,James Ford,Independent,2.3,Garnett Garnett,Conservative,63.9
48032,Sherwood Park--Fort Saskatchewan,Rod Frank,Liberal,20.4,Garnett Garnett,Conservative,63.9
48032,Sherwood Park--Fort Saskatchewan,Garnett Genuis,Conservative,63.9,Garnett Garnett,Conservative,63.9
48032,Sherwood Park--Fort Saskatchewan,Brandie Harrop,Green Party,2.5,Garnett Garnett,Conservative,63.9
48033,Sturgeon River--Parkland,Rona Ambrose,Conservative,70.2,Rona Rona,Conservative,70.2
48033,Sturgeon River--Parkland,Ernest Chauvet,Christian Heritage Party,1.1,Rona Rona,Conservative,70.2
48033,Sturgeon River--Parkland,Guy Desforges,NDP-New Democratic Party,10.0,Rona Rona,Conservative,70.2
48033,Sturgeon River--Parkland,Travis Dueck,Liberal,15.6,Rona Rona,Conservative,70.2
48033,Sturgeon River--Parkland,Brendon Greene,Green Party,3.0,Rona Rona,Conservative,70.2
48034,Yellowhead,Jim Eglinski,Conservative,72.3,Jim Jim,Conservative,72.3
48034,Yellowhead,Ken Kuzminski,NDP-New Democratic Party,9.0,Jim Jim,Conservative,72.3
48034,Yellowhead,Cory Lystang,Libertarian,1.6,Jim Jim,Conservative,72.3
48034,Yellowhead,Ryan Maguhn,Liberal,14.2,Jim Jim,Conservative,72.3
48034,Yellowhead,Sandra Wolf Lange,Green Party,2.9,Jim Jim,Conservative,72.3
59001,Abbotsford,Ed Fast,Conservative,48.3,Ed Ed,Conservative,48.3
59001,Abbotsford,Stephen Fowler,Green Party,5.0,Ed Ed,Conservative,48.3
59001,Abbotsford,David MacKay,Marxist-Leninist,0.2,Ed Ed,Conservative,48.3
59001,Abbotsford,Jen Martel,NDP-New Democratic Party,13.7,Ed Ed,Conservative,48.3
59001,Abbotsford,Peter Njenga,Liberal,32.8,Ed Ed,Conservative,48.3
59002,Burnaby North--Seymour,Carol Baird Ellan,NDP-New Democratic Party,29.6,Terry Terry,Liberal,36.1
59002,Burnaby North--Seymour,Terry Beech,Liberal,36.1,Terry Terry,Liberal,36.1
59002,Burnaby North--Seymour,Helen Hee Soon Chang,Independent,0.4,Terry Terry,Liberal,36.1
59002,Burnaby North--Seymour,Brent Jantzen,Communist,0.2,Terry Terry,Liberal,36.1
59002,Burnaby North--Seymour,Mike Little,Conservative,27.8,Terry Terry,Liberal,36.1
59002,Burnaby North--Seymour,Lynne Quarmby,Green Party,5.3,Terry Terry,Liberal,36.1
59002,Burnaby North--Seymour,Brian Sproule,Marxist-Leninist,0.1,Terry Terry,Liberal,36.1
59002,Burnaby North--Seymour,Chris Tylor,Libertarian,0.5,Terry Terry,Liberal,36.1
59003,Burnaby South,Liz Jaluague,Libertarian,1.1,Kennedy Kennedy,NDP-New Democratic Party,35.1
59003,Burnaby South,Adam Pankratz,Liberal,33.9,Kennedy Kennedy,NDP-New Democratic Party,35.1
59003,Burnaby South,Grace Seear,Conservative,27.1,Kennedy Kennedy,NDP-New Democratic Party,35.1
59003,Burnaby South,Kennedy Stewart,NDP-New Democratic Party,35.1,Kennedy Kennedy,NDP-New Democratic Party,35.1
59003,Burnaby South,Wyatt Tessari,Green Party,2.8,Kennedy Kennedy,NDP-New Democratic Party,35.1
59004,Cariboo--Prince George,Tracy Calogheros,Liberal,31.5,Todd Todd,Conservative,36.6
59004,Cariboo--Prince George,Gordon Campbell,No Affiliation,0.7,Todd Todd,Conservative,36.6
59004,Cariboo--Prince George,Sheldon Clare,Independent,1.2,Todd Todd,Conservative,36.6
59004,Cariboo--Prince George,Adam De Kroon,Christian Heritage Party,0.6,Todd Todd,Conservative,36.6
59004,Cariboo--Prince George,Trent Derrick,NDP-New Democratic Party,25.8,Todd Todd,Conservative,36.6
59004,Cariboo--Prince George,Todd Doherty,Conservative,36.6,Todd Todd,Conservative,36.6
59004,Cariboo--Prince George,Richard Edward Jaques,Green Party,3.5,Todd Todd,Conservative,36.6
59005,Central Okanagan--Similkameen--Nicola,Dan Albas,Conservative,39.6,Dan Dan,Conservative,39.6
59005,Central Okanagan--Similkameen--Nicola,Robert Mellalieu,Green Party,3.9,Dan Dan,Conservative,39.6
59005,Central Okanagan--Similkameen--Nicola,Karley Scott,Liberal,37.2,Dan Dan,Conservative,39.6
59005,Central Okanagan--Similkameen--Nicola,Angelique Wood,NDP-New Democratic Party,19.3,Dan Dan,Conservative,39.6
59006,Chilliwack--Hope,Thomas Cheney,Green Party,4.7,Mark Mark,Conservative,42.3
59006,Chilliwack--Hope,Louis De Jaeger,Liberal,33.8,Mark Mark,Conservative,42.3
59006,Chilliwack--Hope,Alexander Johnson,Libertarian,0.8,Mark Mark,Conservative,42.3
59006,Chilliwack--Hope,Seonaigh MacPherson,NDP-New Democratic Party,18.2,Mark Mark,Conservative,42.3
59006,Chilliwack--Hope,Dorothy-Jean O'Donnell,Marxist-Leninist,0.2,Mark Mark,Conservative,42.3
59006,Chilliwack--Hope,Mark Strahl,Conservative,42.3,Mark Mark,Conservative,42.3
59007,Cloverdale--Langley City,John Aldag,Liberal,45.5,John John,Liberal,45.5
59007,Cloverdale--Langley City,Scott Anderson,Green Party,4.1,John John,Liberal,45.5
59007,Cloverdale--Langley City,Dean Drysdale,Conservative,34.8,John John,Liberal,45.5
59007,Cloverdale--Langley City,Rebecca Smith,NDP-New Democratic Party,15.7,John John,Liberal,45.5
59008,Coquitlam--Port Coquitlam,Lewis Clarke Dahlby,Libertarian,1.8,Ron Ron,Liberal,35.3
59008,Coquitlam--Port Coquitlam,Douglas Horne,Conservative,32.0,Ron Ron,Liberal,35.3
59008,Coquitlam--Port Coquitlam,Ron McKinnon,Liberal,35.3,Ron Ron,Liberal,35.3
59008,Coquitlam--Port Coquitlam,Brad Nickason,Green Party,3.7,Ron Ron,Liberal,35.3
59008,Coquitlam--Port Coquitlam,Sara Norman,NDP-New Democratic Party,27.3,Ron Ron,Liberal,35.3
59009,Courtenay--Alberni,Barbara Biley,Marxist-Leninist,0.2,Gord Gord,NDP-New Democratic Party,38.1
59009,Courtenay--Alberni,John Duncan,Conservative,28.2,Gord Gord,NDP-New Democratic Party,38.1
59009,Courtenay--Alberni,Gord Johns,NDP-New Democratic Party,38.1,Gord Gord,NDP-New Democratic Party,38.1
59009,Courtenay--Alberni,Carrie Powell-Davidson,Liberal,21.8,Gord Gord,NDP-New Democratic Party,38.1
59009,Courtenay--Alberni,Glenn Sollitt,Green Party,11.7,Gord Gord,NDP-New Democratic Party,38.1
59010,Cowichan--Malahat--Langford,Martin Barker,Conservative,22.8,Alistair Alistair,NDP-New Democratic Party,35.9
59010,Cowichan--Malahat--Langford,Alastair Haythornthwaite,Marxist-Leninist,0.6,Alistair Alistair,NDP-New Democratic Party,35.9
59010,Cowichan--Malahat--Langford,Fran Hunt-Jinnouchi,Green Party,16.9,Alistair Alistair,NDP-New Democratic Party,35.9
59010,Cowichan--Malahat--Langford,Luke Krayenhoff,Liberal,23.8,Alistair Alistair,NDP-New Democratic Party,35.9
59010,Cowichan--Malahat--Langford,Alistair MacGregor,NDP-New Democratic Party,35.9,Alistair Alistair,NDP-New Democratic Party,35.9
59011,Delta,Anthony Edward Devellano,Green Party,3.2,Carla Carla,Liberal,49.1
59011,Delta,Kerry-Lynne Findlay,Conservative,32.8,Carla Carla,Liberal,49.1
59011,Delta,Jeremy Leveque,NDP-New Democratic Party,14.9,Carla Carla,Liberal,49.1
59011,Delta,Carla Qualtrough,Liberal,49.1,Carla Carla,Liberal,49.1
59012,Fleetwood--Port Kells,Garry Begg,NDP-New Democratic Party,21.5,Ken Ken,Liberal,46.9
59012,Fleetwood--Port Kells,Nina Grewal,Conservative,29.3,Ken Ken,Liberal,46.9
59012,Fleetwood--Port Kells,Ken Hardie,Liberal,46.9,Ken Ken,Liberal,46.9
59012,Fleetwood--Port Kells,Richard Hosein,Green Party,2.4,Ken Ken,Liberal,46.9
59013,Kamloops--Thompson--Cariboo,Matthew Greenwood,Green Party,3.6,Cathy Cathy,Conservative,35.3
59013,Kamloops--Thompson--Cariboo,Cathy McLeod,Conservative,35.3,Cathy Cathy,Conservative,35.3
59013,Kamloops--Thompson--Cariboo,Steve Powrie,Liberal,30.4,Cathy Cathy,Conservative,35.3
59013,Kamloops--Thompson--Cariboo,Bill Sundhu,NDP-New Democratic Party,30.8,Cathy Cathy,Conservative,35.3
59014,Kelowna--Lake Country,Norah Mary Bowman,NDP-New Democratic Party,14.1,Stephen Stephen,Liberal,46.2
59014,Kelowna--Lake Country,Ron Cannan,Conservative,39.8,Stephen Stephen,Liberal,46.2
59014,Kelowna--Lake Country,Stephen Fuhr,Liberal,46.2,Stephen Stephen,Liberal,46.2
59015,Kootenay--Columbia,Bill Green,Green Party,6.5,Wayne Wayne,NDP-New Democratic Party,37.2
59015,Kootenay--Columbia,Don Johnston,Liberal,19.5,Wayne Wayne,NDP-New Democratic Party,37.2
59015,Kootenay--Columbia,Wayne Stetski,NDP-New Democratic Party,37.2,Wayne Wayne,NDP-New Democratic Party,37.2
59015,Kootenay--Columbia,David Wilks,Conservative,36.8,Wayne Wayne,NDP-New Democratic Party,37.2
59016,Langley--Aldergrove,Simmi Saminder Kaur Dhillon,Green Party,4.4,Mark Mark,Conservative,45.6
59016,Langley--Aldergrove,Leon Jensen,Liberal,36.6,Mark Mark,Conservative,45.6
59016,Langley--Aldergrove,Margot Sangster,NDP-New Democratic Party,12.5,Mark Mark,Conservative,45.6
59016,Langley--Aldergrove,Lauren Southern,Libertarian,0.9,Mark Mark,Conservative,45.6
59016,Langley--Aldergrove,Mark Warawa,Conservative,45.6,Mark Mark,Conservative,45.6
59017,Mission--Matsqui--Fraser Canyon,Dennis Adamson,NDP-New Democratic Party,20.5,Jati Jati,Liberal,37.2
59017,Mission--Matsqui--Fraser Canyon,Arthur Alexander Green,Green Party,5.1,Jati Jati,Liberal,37.2
59017,Mission--Matsqui--Fraser Canyon,Wyatt Scott,Independent,2.0,Jati Jati,Liberal,37.2
59017,Mission--Matsqui--Fraser Canyon,Jati Sidhu,Liberal,37.2,Jati Jati,Liberal,37.2
59017,Mission--Matsqui--Fraser Canyon,Brad Vis,Conservative,34.9,Jati Jati,Liberal,37.2
59017,Mission--Matsqui--Fraser Canyon,Elaine Wismer,Marxist-Leninist,0.1,Jati Jati,Liberal,37.2
59018,Nanaimo--Ladysmith,Jack East,Marxist-Leninist,0.2,Sheila Sheila,NDP-New Democratic Party,33.2
59018,Nanaimo--Ladysmith,Mark Allen MacDonald,Conservative,23.4,Sheila Sheila,NDP-New Democratic Party,33.2
59018,Nanaimo--Ladysmith,Sheila Malcolmson,NDP-New Democratic Party,33.2,Sheila Sheila,NDP-New Democratic Party,33.2
59018,Nanaimo--Ladysmith,Paul Manly,Green Party,19.8,Sheila Sheila,NDP-New Democratic Party,33.2
59018,Nanaimo--Ladysmith,Tim Tessier,Liberal,23.5,Sheila Sheila,NDP-New Democratic Party,33.2
59019,New Westminster--Burnaby,Rex Brocki,Libertarian,2.6,Peter Peter,NDP-New Democratic Party,43.5
59019,New Westminster--Burnaby,Chloé Ellis,Conservative,20.0,Peter Peter,NDP-New Democratic Party,43.5
59019,New Westminster--Burnaby,Peter Julian,NDP-New Democratic Party,43.5,Peter Peter,NDP-New Democratic Party,43.5
59019,New Westminster--Burnaby,Sasha Ramnarine,Liberal,29.0,Peter Peter,NDP-New Democratic Party,43.5
59019,New Westminster--Burnaby,Kyle Routledge,Green Party,4.7,Peter Peter,NDP-New Democratic Party,43.5
59019,New Westminster--Burnaby,Joseph Theriault,Marxist-Leninist,0.3,Peter Peter,NDP-New Democratic Party,43.5
59020,North Okanagan--Shuswap,Mel Arnold,Conservative,39.3,Mel Mel,Conservative,39.3
59020,North Okanagan--Shuswap,Cindy Derkaz,Liberal,29.9,Mel Mel,Conservative,39.3
59020,North Okanagan--Shuswap,Chris George,Green Party,5.2,Mel Mel,Conservative,39.3
59020,North Okanagan--Shuswap,Jacqui Gingras,NDP-New Democratic Party,25.6,Mel Mel,Conservative,39.3
59021,North Vancouver,Payam Azad,Independent,0.1,Jonathan Jonathan,Liberal,56.7
59021,North Vancouver,Claire Martin,Green Party,8.3,Jonathan Jonathan,Liberal,56.7
59021,North Vancouver,Andrew Saxton,Conservative,26.9,Jonathan Jonathan,Liberal,56.7
59021,North Vancouver,Carleen Thomas,NDP-New Democratic Party,7.8,Jonathan Jonathan,Liberal,56.7
59021,North Vancouver,Jonathan Wilkinson,Liberal,56.7,Jonathan Jonathan,Liberal,56.7
59021,North Vancouver,Ismet Yetisen,Libertarian,0.2,Jonathan Jonathan,Liberal,56.7
59022,Pitt Meadows--Maple Ridge,Bob D'Eith,NDP-New Democratic Party,29.6,Dan Dan,Liberal,33.9
59022,Pitt Meadows--Maple Ridge,Mike Murray,Conservative,31.4,Dan Dan,Liberal,33.9
59022,Pitt Meadows--Maple Ridge,Steve Ranta,Independent,0.9,Dan Dan,Liberal,33.9
59022,Pitt Meadows--Maple Ridge,Dan Ruimy,Liberal,33.9,Dan Dan,Liberal,33.9
59022,Pitt Meadows--Maple Ridge,Peter Tam,Green Party,4.2,Dan Dan,Liberal,33.9
59023,Port Moody--Coquitlam,Jessie Adcock,Liberal,30.9,Fin Fin,NDP-New Democratic Party,36.0
59023,Port Moody--Coquitlam,Fin Donnelly,NDP-New Democratic Party,36.0,Fin Fin,NDP-New Democratic Party,36.0
59023,Port Moody--Coquitlam,Tim Laidler,Conservative,29.5,Fin Fin,NDP-New Democratic Party,36.0
59023,Port Moody--Coquitlam,Marcus Madsen,Green Party,3.4,Fin Fin,NDP-New Democratic Party,36.0
59023,Port Moody--Coquitlam,Roland Verrier,Marxist-Leninist,0.2,Fin Fin,NDP-New Democratic Party,36.0
59024,Prince George--Peace River--Northern Rockies,Elizabeth Biggar,Green Party,5.2,Bob Bob,Conservative,52.5
59024,Prince George--Peace River--Northern Rockies,Barry Blackman,PC Party,0.9,Bob Bob,Conservative,52.5
59024,Prince George--Peace River--Northern Rockies,Kathi Dickie,NDP-New Democratic Party,15.5,Bob Bob,Conservative,52.5
59024,Prince George--Peace River--Northern Rockies,W. Todd Keller,Libertarian,1.1,Bob Bob,Conservative,52.5
59024,Prince George--Peace River--Northern Rockies,Matt Shaw,Liberal,24.9,Bob Bob,Conservative,52.5
59024,Prince George--Peace River--Northern Rockies,Bob Zimmer,Conservative,52.5,Bob Bob,Conservative,52.5
59025,Richmond Centre,Vincent Chiu,Green Party,2.9,Alice Alice,Conservative,44.2
59025,Richmond Centre,Jack Trovato,NDP-New Democratic Party,11.5,Alice Alice,Conservative,44.2
59025,Richmond Centre,Alice Wong,Conservative,44.2,Alice Alice,Conservative,44.2
59025,Richmond Centre,Lawrence Woo,Liberal,41.4,Alice Alice,Conservative,44.2
59026,Esquimalt--Saanich--Sooke,Randall Garrison,NDP-New Democratic Party,35.0,Randall Randall,NDP-New Democratic Party,35.0
59026,Esquimalt--Saanich--Sooke,Frances Litman,Green Party,19.9,Randall Randall,NDP-New Democratic Party,35.0
59026,Esquimalt--Saanich--Sooke,Shari Lukens,Conservative,17.5,Randall Randall,NDP-New Democratic Party,35.0
59026,Esquimalt--Saanich--Sooke,David Merner,Liberal,27.4,Randall Randall,NDP-New Democratic Party,35.0
59026,Esquimalt--Saanich--Sooke,Tyson Strandlund,Communist,0.2,Randall Randall,NDP-New Democratic Party,35.0
59027,Saanich--Gulf Islands,Robert Boyd,Conservative,19.5,Elizabeth Elizabeth,Green Party,54.4
