num,District Name,Full Name,Party,Percent Votes,fullname_w,party_w,percentvotes_w
24059,Québec,Annick Papillon,NDP-New Democratic Party,27.0,Jean-Yves Jean-Yves,Liberal,28.9
24059,Québec,Danielle Provost,Forces et Démocratie - Allier les forces de nos régions,0.2,Jean-Yves Jean-Yves,Liberal,28.9
24059,Québec,Philippe Riboty,Green Party,2.9,Jean-Yves Jean-Yves,Liberal,28.9
24060,Repentigny,Réjean Bellemare,NDP-New Democratic Party,23.3,Monique Monique,Bloc Québécois,34.7
24060,Repentigny,Johnathan Cloutier,Forces et Démocratie - Allier les forces de nos régions,2.0,Monique Monique,Bloc Québécois,34.7
24060,Repentigny,Adriana Dudas,Liberal,27.3,Monique Monique,Bloc Québécois,34.7
24060,Repentigny,Yoland Gilbert,Green Party,1.9,Monique Monique,Bloc Québécois,34.7
24060,Repentigny,Jonathan Lefebvre,Conservative,10.8,Monique Monique,Bloc Québécois,34.7
24060,Repentigny,Monique Pauzé,Bloc Québécois,34.7,Monique Monique,Bloc Québécois,34.7
24061,Richmond--Arthabaska,Myriam Beaulieu,NDP-New Democratic Party,24.2,Alain Alain,Conservative,31.6
24061,Richmond--Arthabaska,Laurier Busque,Green Party,1.7,Alain Alain,Conservative,31.6
24061,Richmond--Arthabaska,Marc Desmarais,Liberal,24.7,Alain Alain,Conservative,31.6
24061,Richmond--Arthabaska,Antoine Dubois,Rhinoceros,0.7,Alain Alain,Conservative,31.6
24061,Richmond--Arthabaska,Olivier Nolin,Bloc Québécois,17.2,Alain Alain,Conservative,31.6
24061,Richmond--Arthabaska,Alain Rayes,Conservative,31.6,Alain Alain,Conservative,31.6
24062,Rivière-des-Mille-Îles,Érick Gauthier,Conservative,10.5,Linda Linda,Liberal,32.4
24062,Rivière-des-Mille-Îles,Linda Lapointe,Liberal,32.4,Linda Linda,Liberal,32.4
24062,Rivière-des-Mille-Îles,Laurin Liu,NDP-New Democratic Party,29.5,Linda Linda,Liberal,32.4
24062,Rivière-des-Mille-Îles,Félix Pinel,Bloc Québécois,25.4,Linda Linda,Liberal,32.4
24062,Rivière-des-Mille-Îles,Luis Quinteros,Independent,0.3,Linda Linda,Liberal,32.4
24062,Rivière-des-Mille-Îles,Alec Ware,Green Party,2.0,Linda Linda,Liberal,32.4
24063,Rivière-du-Nord,Janice Bélair Rolland,Liberal,26.4,Rhéal Rhéal,Bloc Québécois,32.0
24063,Rivière-du-Nord,Fobozof A. Côté,Rhinoceros,0.5,Rhéal Rhéal,Bloc Québécois,32.0
24063,Rivière-du-Nord,Pierre Dionne Labelle,NDP-New Democratic Party,30.1,Rhéal Rhéal,Bloc Québécois,32.0
24063,Rivière-du-Nord,Rhéal Fortin,Bloc Québécois,32.0,Rhéal Rhéal,Bloc Québécois,32.0
24063,Rivière-du-Nord,Joey Leckman,Green Party,2.5,Rhéal Rhéal,Bloc Québécois,32.0
24063,Rivière-du-Nord,Romain Vignol,Conservative,8.5,Rhéal Rhéal,Bloc Québécois,32.0
24064,Rosemont--La Petite-Patrie,Laurent Aglat,Rhinoceros,0.8,Alexandre Alexandre,NDP-New Democratic Party,49.2
24064,Rosemont--La Petite-Patrie,Claude André,Bloc Québécois,21.1,Alexandre Alexandre,NDP-New Democratic Party,49.2
24064,Rosemont--La Petite-Patrie,Alexandre Boulerice,NDP-New Democratic Party,49.2,Alexandre Alexandre,NDP-New Democratic Party,49.2
24064,Rosemont--La Petite-Patrie,Stéphane Chénier,Marxist-Leninist,0.3,Alexandre Alexandre,NDP-New Democratic Party,49.2
24064,Rosemont--La Petite-Patrie,Jeremy Dohan,Conservative,4.3,Alexandre Alexandre,NDP-New Democratic Party,49.2
24064,Rosemont--La Petite-Patrie,Nadine Medawar,Liberal,20.7,Alexandre Alexandre,NDP-New Democratic Party,49.2
24064,Rosemont--La Petite-Patrie,Sameer Muldeen,Green Party,3.1,Alexandre Alexandre,NDP-New Democratic Party,49.2
24064,Rosemont--La Petite-Patrie,Peter d'Entremont,Libertarian,0.6,Alexandre Alexandre,NDP-New Democratic Party,49.2
24065,Marc-Aurèle-Fortin,Patrice Jasmin-Tremblay,Bloc Québécois,21.7,Yves Yves,Liberal,40.9
24065,Marc-Aurèle-Fortin,Marie-Josée Lemieux,NDP-New Democratic Party,23.5,Yves Yves,Liberal,40.9
24065,Marc-Aurèle-Fortin,Nicolas Makridis,Conservative,11.9,Yves Yves,Liberal,40.9
24065,Marc-Aurèle-Fortin,Lorna Mungur,Green Party,1.9,Yves Yves,Liberal,40.9
24065,Marc-Aurèle-Fortin,Yves Robillard,Liberal,40.9,Yves Yves,Liberal,40.9
24066,Saint-Hyacinthe--Bagot,Lise Durand,Green Party,2.3,Brigitte Brigitte,NDP-New Democratic Party,28.7
24066,Saint-Hyacinthe--Bagot,Michel Filion,Bloc Québécois,24.3,Brigitte Brigitte,NDP-New Democratic Party,28.7
24066,Saint-Hyacinthe--Bagot,Réjean Léveillé,Conservative,16.7,Brigitte Brigitte,NDP-New Democratic Party,28.7
24066,Saint-Hyacinthe--Bagot,Ugo Ménard,Independent,0.5,Brigitte Brigitte,NDP-New Democratic Party,28.7
24066,Saint-Hyacinthe--Bagot,Brigitte Sansoucy,NDP-New Democratic Party,28.7,Brigitte Brigitte,NDP-New Democratic Party,28.7
24066,Saint-Hyacinthe--Bagot,René Vincelette,Liberal,27.6,Brigitte Brigitte,NDP-New Democratic Party,28.7
24067,Saint-Jean,Stéphane Guinta,Conservative,10.8,Jean Jean,Liberal,33.2
24067,Saint-Jean,Denis Hurtubise,Bloc Québécois,24.8,Jean Jean,Liberal,33.2
24067,Saint-Jean,Hans Marotte,NDP-New Democratic Party,29.1,Jean Jean,Liberal,33.2
24067,Saint-Jean,Marilyn Redivo,Green Party,2.1,Jean Jean,Liberal,33.2
24067,Saint-Jean,Jean Rioux,Liberal,33.2,Jean Jean,Liberal,33.2
24068,Saint-Laurent,Alain Ackad,NDP-New Democratic Party,11.5,Stéphane Stéphane,Liberal,61.6
24068,Saint-Laurent,Fernand Deschamps,Marxist-Leninist,0.3,Stéphane Stéphane,Liberal,61.6
24068,Saint-Laurent,Stéphane Dion,Liberal,61.6,Stéphane Stéphane,Liberal,61.6
24068,Saint-Laurent,Pascal-Olivier Dumas-Dubreuil,Bloc Québécois,4.7,Stéphane Stéphane,Liberal,61.6
24068,Saint-Laurent,John Tromp,Green Party,2.4,Stéphane Stéphane,Liberal,61.6
24068,Saint-Laurent,Jimmy Yu,Conservative,19.5,Stéphane Stéphane,Liberal,61.6
24069,Saint-Léonard--Saint-Michel,Nicola Di Iorio,Liberal,64.7,Nicola Nicola,Liberal,64.7
24069,Saint-Léonard--Saint-Michel,Rosannie Filato,NDP-New Democratic Party,14.8,Nicola Nicola,Liberal,64.7
24069,Saint-Léonard--Saint-Michel,Jean Philippe Fournier,Conservative,11.1,Nicola Nicola,Liberal,64.7
24069,Saint-Léonard--Saint-Michel,Steeve Gendron,Bloc Québécois,7.2,Nicola Nicola,Liberal,64.7
24069,Saint-Léonard--Saint-Michel,Arezki Malek,Marxist-Leninist,0.3,Nicola Nicola,Liberal,64.7
24069,Saint-Léonard--Saint-Michel,Melissa Miscione,Green Party,1.8,Nicola Nicola,Liberal,64.7
24070,Saint-Maurice--Champlain,Jean-Paul Bédard,Marxist-Leninist,0.3,François-Philippe François-Philippe,Liberal,41.5
24070,Saint-Maurice--Champlain,Sacki Carignan Deschamps,Bloc Québécois,19.2,François-Philippe François-Philippe,Liberal,41.5
24070,Saint-Maurice--Champlain,François-Philippe Champagne,Liberal,41.5,François-Philippe François-Philippe,Liberal,41.5
24070,Saint-Maurice--Champlain,Jacques Grenier,Conservative,16.3,François-Philippe François-Philippe,Liberal,41.5
24070,Saint-Maurice--Champlain,Martial Toupin,Green Party,1.9,François-Philippe François-Philippe,Liberal,41.5
24070,Saint-Maurice--Champlain,Jean-Yves Tremblay,NDP-New Democratic Party,20.8,François-Philippe François-Philippe,Liberal,41.5
24071,Salaberry--Suroît,Albert De Martin,Conservative,10.0,Anne Minh-Thu Anne Minh-Thu,NDP-New Democratic Party,30.4
24071,Salaberry--Suroît,Claude DeBellefeuille,Bloc Québécois,28.4,Anne Minh-Thu Anne Minh-Thu,NDP-New Democratic Party,30.4
24071,Salaberry--Suroît,Patricia Domingos,Forces et Démocratie - Allier les forces de nos régions,0.3,Anne Minh-Thu Anne Minh-Thu,NDP-New Democratic Party,30.4
24071,Salaberry--Suroît,Sylvain Larocque,Independent,0.4,Anne Minh-Thu Anne Minh-Thu,NDP-New Democratic Party,30.4
24071,Salaberry--Suroît,Anne Minh-Thu Quach,NDP-New Democratic Party,30.4,Anne Minh-Thu Anne Minh-Thu,NDP-New Democratic Party,30.4
24071,Salaberry--Suroît,Robert Sauvé,Liberal,29.2,Anne Minh-Thu Anne Minh-Thu,NDP-New Democratic Party,30.4
24071,Salaberry--Suroît,Nicola-Silverado Socrates,Green Party,1.4,Anne Minh-Thu Anne Minh-Thu,NDP-New Democratic Party,30.4
24072,Shefford,Jocelyn Beaudoin,Bloc Québécois,22.2,Pierre Pierre,Liberal,39.0
24072,Shefford,Pierre Breton,Liberal,39.0,Pierre Pierre,Liberal,39.0
24072,Shefford,Sylvie Fontaine,Conservative,12.8,Pierre Pierre,Liberal,39.0
24072,Shefford,Claire Mailhot,NDP-New Democratic Party,23.7,Pierre Pierre,Liberal,39.0
24072,Shefford,Simon McMillan,Green Party,2.4,Pierre Pierre,Liberal,39.0
24073,Sherbrooke,Thomas ''Tom'' Allen,Liberal,29.8,Pierre-Luc Pierre-Luc,NDP-New Democratic Party,37.4
24073,Sherbrooke,Caroline Bouchard,Bloc Québécois,20.4,Pierre-Luc Pierre-Luc,NDP-New Democratic Party,37.4
24073,Sherbrooke,Marc Dauphin,Conservative,9.4,Pierre-Luc Pierre-Luc,NDP-New Democratic Party,37.4
24073,Sherbrooke,Pierre-Luc Dusseault,NDP-New Democratic Party,37.4,Pierre-Luc Pierre-Luc,NDP-New Democratic Party,37.4
24073,Sherbrooke,Benoit Huberdeau,Independent,0.5,Pierre-Luc Pierre-Luc,NDP-New Democratic Party,37.4
24073,Sherbrooke,Sophie Malouin,Green Party,2.0,Pierre-Luc Pierre-Luc,NDP-New Democratic Party,37.4
24073,Sherbrooke,Hubert Richard,Rhinoceros,0.5,Pierre-Luc Pierre-Luc,NDP-New Democratic Party,37.4
24074,Vaudreuil--Soulanges,Marc Boudreau,Conservative,13.8,Peter Peter,Liberal,46.6
24074,Vaudreuil--Soulanges,Vincent François,Bloc Québécois,15.0,Peter Peter,Liberal,46.6
24074,Vaudreuil--Soulanges,Jennifer Kaszel,Green Party,2.2,Peter Peter,Liberal,46.6
24074,Vaudreuil--Soulanges,Jamie Nicholls,NDP-New Democratic Party,22.3,Peter Peter,Liberal,46.6
24074,Vaudreuil--Soulanges,Peter Schiefke,Liberal,46.6,Peter Peter,Liberal,46.6
24075,Terrebonne,Michèle Audette,Liberal,28.0,Michel Michel,Bloc Québécois,33.0
24075,Terrebonne,Charmaine Borg,NDP-New Democratic Party,25.6,Michel Michel,Bloc Québécois,33.0
24075,Terrebonne,Michel Boudrias,Bloc Québécois,33.0,Michel Michel,Bloc Québécois,33.0
24075,Terrebonne,Susan Moen,Green Party,1.7,Michel Michel,Bloc Québécois,33.0
24075,Terrebonne,Michel Surprenant,Conservative,11.3,Michel Michel,Bloc Québécois,33.0
24075,Terrebonne,Louis Clément Sénat,Forces et Démocratie - Allier les forces de nos régions,0.3,Michel Michel,Bloc Québécois,33.0
24076,Trois-Rivières,Robert Aubin,NDP-New Democratic Party,31.8,Robert Robert,NDP-New Democratic Party,31.8
24076,Trois-Rivières,Yvon Boivin,Liberal,30.2,Robert Robert,NDP-New Democratic Party,31.8
24076,Trois-Rivières,Maxime Rousseau,Libertarian,0.6,Robert Robert,NDP-New Democratic Party,31.8
24076,Trois-Rivières,Dominic Therrien,Conservative,18.6,Robert Robert,NDP-New Democratic Party,31.8
24076,Trois-Rivières,Éric Trottier,Green Party,1.7,Robert Robert,NDP-New Democratic Party,31.8
24076,Trois-Rivières,André Valois,Bloc Québécois,17.0,Robert Robert,NDP-New Democratic Party,31.8
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Daniel Green,Green Party,4.8,Marc Marc,Liberal,50.8
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Marc Miller,Liberal,50.8,Marc Marc,Liberal,50.8
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Steve Shanahan,Conservative,11.9,Marc Marc,Liberal,50.8
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,William Sloan,Communist,0.2,Marc Marc,Liberal,50.8
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Chantal St-Onge,Bloc Québécois,8.6,Marc Marc,Liberal,50.8
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Allison Turner,NDP-New Democratic Party,23.4,Marc Marc,Liberal,50.8
24077,Ville-Marie--Le Sud-Ouest--Île-des-Soeurs,Daniel Wolfe,Rhinoceros,0.3,Marc Marc,Liberal,50.8
24078,Vimy,France Duhamel,NDP-New Democratic Party,21.0,Eva Eva,Liberal,46.2
24078,Vimy,Brian Jenkins,Christian Heritage Party,0.5,Eva Eva,Liberal,46.2
24078,Vimy,Barek Kaddouri,Bloc Québécois,16.7,Eva Eva,Liberal,46.2
24078,Vimy,Anthony Mavros,Conservative,13.4,Eva Eva,Liberal,46.2
24078,Vimy,Eva Nassif,Liberal,46.2,Eva Eva,Liberal,46.2
24078,Vimy,José Núñez Melo,Green Party,2.4,Eva Eva,Liberal,46.2
35001,Ajax,Chris Alexander,Conservative,34.4,Mark Mark,Liberal,55.9
35001,Ajax,Stephanie Brown,NDP-New Democratic Party,8.2,Mark Mark,Liberal,55.9
35001,Ajax,Jeff Hill,Green Party,1.4,Mark Mark,Liberal,55.9
35001,Ajax,Mark Holland,Liberal,55.9,Mark Mark,Liberal,55.9
35001,Ajax,Bob Kesic,United Party,0.1,Mark Mark,Liberal,55.9
35002,Algoma--Manitoulin--Kapuskasing,Carol Hughes,NDP-New Democratic Party,39.9,Carol Carol,NDP-New Democratic Party,39.9
35002,Algoma--Manitoulin--Kapuskasing,Calvin John Orok,Green Party,2.2,Carol Carol,NDP-New Democratic Party,39.9
35002,Algoma--Manitoulin--Kapuskasing,André Robichaud,Conservative,23.7,Carol Carol,NDP-New Democratic Party,39.9
35002,Algoma--Manitoulin--Kapuskasing,Heather Wilson,Liberal,34.1,Carol Carol,NDP-New Democratic Party,39.9
35003,Aurora--Oak Ridges--Richmond Hill,Leona Alleslev,Liberal,47.3,Leona Leona,Liberal,47.3
35003,Aurora--Oak Ridges--Richmond Hill,Kyle Bowles,Animal Alliance/Environment Voters,0.5,Leona Leona,Liberal,47.3
35003,Aurora--Oak Ridges--Richmond Hill,Costas Menegakis,Conservative,45.2,Leona Leona,Liberal,47.3
35003,Aurora--Oak Ridges--Richmond Hill,Brenda Power,NDP-New Democratic Party,5.7,Leona Leona,Liberal,47.3
35003,Aurora--Oak Ridges--Richmond Hill,Randi Ramdeen,Green Party,1.3,Leona Leona,Liberal,47.3
35004,Barrie--Innisfil,John Brassard,Conservative,46.4,John John,Conservative,46.4
35004,Barrie--Innisfil,Myrna Clark,NDP-New Democratic Party,11.8,John John,Conservative,46.4
35004,Barrie--Innisfil,Gary Nail,Christian Heritage Party,0.4,John John,Conservative,46.4
35004,Barrie--Innisfil,Bonnie North,Green Party,4.0,John John,Conservative,46.4
35004,Barrie--Innisfil,Jeff Sakula,CAP,0.3,John John,Conservative,46.4
35004,Barrie--Innisfil,Colin Wilson,Liberal,37.1,John John,Conservative,46.4
35005,Barrie--Springwater--Oro-Medonte,Ram Faerber,Independent,0.4,Alex Alex,Conservative,41.8
35005,Barrie--Springwater--Oro-Medonte,Marty Lancaster,Green Party,5.2,Alex Alex,Conservative,41.8
35005,Barrie--Springwater--Oro-Medonte,Alex Nuttall,Conservative,41.7,Alex Alex,Conservative,41.8
35005,Barrie--Springwater--Oro-Medonte,Darren Roskam,Libertarian,0.8,Alex Alex,Conservative,41.8
35005,Barrie--Springwater--Oro-Medonte,Brian Tamblyn,Liberal,41.6,Alex Alex,Conservative,41.8
35005,Barrie--Springwater--Oro-Medonte,Ellen White,NDP-New Democratic Party,10.3,Alex Alex,Conservative,41.8
35005,Barrie--Springwater--Oro-Medonte,Ram Faerber,Independent,0.4,Alex Alex,Conservative,41.8
35005,Barrie--Springwater--Oro-Medonte,Marty Lancaster,Green Party,5.2,Alex Alex,Conservative,41.8
35005,Barrie--Springwater--Oro-Medonte,Alex Nuttall,Conservative,41.8,Alex Alex,Conservative,41.8
35005,Barrie--Springwater--Oro-Medonte,Darren Roskam,Libertarian,0.8,Alex Alex,Conservative,41.8
35005,Barrie--Springwater--Oro-Medonte,Brian Tamblyn,Liberal,41.5,Alex Alex,Conservative,41.8
35005,Barrie--Springwater--Oro-Medonte,Ellen White,NDP-New Democratic Party,10.3,Alex Alex,Conservative,41.8
35006,Bay of Quinte,Terry Cassidy,NDP-New Democratic Party,12.1,Neil Neil,Liberal,50.7
35006,Bay of Quinte,Neil Ellis,Liberal,50.7,Neil Neil,Liberal,50.7
35006,Bay of Quinte,Jodie Jenkins,Conservative,34.3,Neil Neil,Liberal,50.7
35006,Bay of Quinte,Rachel Nelems,Green Party,2.2,Neil Neil,Liberal,50.7
35006,Bay of Quinte,Trueman Tuck,Independent,0.6,Neil Neil,Liberal,50.7
35007,Beaches--East York,Bill Burrows,Conservative,16.4,Nathaniel Nathaniel,Liberal,49.4
35007,Beaches--East York,Roger Carter,Marxist-Leninist,0.2,Nathaniel Nathaniel,Liberal,49.4
35007,Beaches--East York,Nathaniel Erskine-Smith,Liberal,49.4,Nathaniel Nathaniel,Liberal,49.4
35007,Beaches--East York,Matthew Kellway,NDP-New Democratic Party,30.8,Nathaniel Nathaniel,Liberal,49.4
35007,Beaches--East York,Randall Sach,Green Party,2.6,Nathaniel Nathaniel,Liberal,49.4
35007,Beaches--East York,James Sears,Independent,0.5,Nathaniel Nathaniel,Liberal,49.4
35007,Beaches--East York,Peter Surjanac,Independent,0.1,Nathaniel Nathaniel,Liberal,49.4
35008,Brampton Centre,Saul Marquard T. Bottcher,Green Party,2.1,Ramesh Ramesh,Liberal,48.6
35008,Brampton Centre,Frank Chilelli,Marxist-Leninist,0.4,Ramesh Ramesh,Liberal,48.6
35008,Brampton Centre,Bal Gosal,Conservative,33.7,Ramesh Ramesh,Liberal,48.6
35008,Brampton Centre,Rosemary Keenan,NDP-New Democratic Party,15.1,Ramesh Ramesh,Liberal,48.6
35008,Brampton Centre,Ramesh Sangha,Liberal,48.6,Ramesh Ramesh,Liberal,48.6
35009,Brampton East,Naval Bajaj,Conservative,23.5,Raj Raj,Liberal,52.3
35009,Brampton East,Raj Grewal,Liberal,52.3,Raj Raj,Liberal,52.3
35009,Brampton East,Harbaljit Singh Kahlon,NDP-New Democratic Party,23.0,Raj Raj,Liberal,52.3
35009,Brampton East,Kyle Lacroix,Green Party,1.1,Raj Raj,Liberal,52.3
35010,Brampton North,Parm Gill,Conservative,33.0,Ruby Ruby,Liberal,48.4
35010,Brampton North,Harinderpal Hundal,Communist,0.2,Ruby Ruby,Liberal,48.4
35010,Brampton North,Ruby Sahota,Liberal,48.4,Ruby Ruby,Liberal,48.4
35010,Brampton North,Martin Singh,NDP-New Democratic Party,16.5,Ruby Ruby,Liberal,48.4
35010,Brampton North,Pauline Thornham,Green Party,1.9,Ruby Ruby,Liberal,48.4
35011,Brampton South,Shaun Hatton,Green Party,2.2,Sonia Sonia,Liberal,52.1
35011,Brampton South,Amarjit Sangha,NDP-New Democratic Party,10.7,Sonia Sonia,Liberal,52.1
35011,Brampton South,Kyle Seeback,Conservative,35.0,Sonia Sonia,Liberal,52.1
35011,Brampton South,Sonia Sidhu,Liberal,52.1,Sonia Sonia,Liberal,52.1
35012,Brampton West,Karthika Gobinath,Green Party,1.6,Kamal Kamal,Liberal,55.9
35012,Brampton West,Kamal Khera,Liberal,55.9,Kamal Kamal,Liberal,55.9
35012,Brampton West,Adaoma Patterson,NDP-New Democratic Party,12.4,Kamal Kamal,Liberal,55.9
35012,Brampton West,Ninder Thind,Conservative,30.1,Kamal Kamal,Liberal,55.9
35013,Brantford--Brant,Kevin Brandt,Green Party,2.5,Phil Phil,Conservative,40.9
35013,Brantford--Brant,Rob Ferguson,Libertarian,0.8,Phil Phil,Conservative,40.9
35013,Brantford--Brant,Marc Laferriere,NDP-New Democratic Party,24.8,Phil Phil,Conservative,40.9
35013,Brantford--Brant,Phil McColeman,Conservative,40.9,Phil Phil,Conservative,40.9
35013,Brantford--Brant,Danielle Takacs,Liberal,30.7,Phil Phil,Conservative,40.9
35013,Brantford--Brant,The Engineer Turmel,Independent,0.3,Phil Phil,Conservative,40.9
35014,Bruce--Grey--Owen Sound,Chris Albinati,Green Party,3.3,Larry Larry,Conservative,46.7
35014,Bruce--Grey--Owen Sound,Kimberley Love,Liberal,38.8,Larry Larry,Conservative,46.7
35014,Bruce--Grey--Owen Sound,David McLaren,NDP-New Democratic Party,11.1,Larry Larry,Conservative,46.7
35014,Bruce--Grey--Owen Sound,Larry Miller,Conservative,46.7,Larry Larry,Conservative,46.7
35015,Burlington,Vince Fiorito,Green Party,2.4,Karina Karina,Liberal,46.0
35015,Burlington,Karina Gould,Liberal,46.0,Karina Karina,Liberal,46.0
35015,Burlington,David Laird,NDP-New Democratic Party,9.1,Karina Karina,Liberal,46.0
35015,Burlington,Mike Wallace,Conservative,42.5,Karina Karina,Liberal,46.0
35016,Cambridge,Michele Braniff,Green Party,3.2,Bryan Bryan,Liberal,43.2
35016,Cambridge,Manuel Couto,Marxist-Leninist,0.2,Bryan Bryan,Liberal,43.2
35016,Cambridge,Gary Goodyear,Conservative,38.6,Bryan Bryan,Liberal,43.2
35016,Cambridge,Bryan May,Liberal,43.2,Bryan Bryan,Liberal,43.2
35016,Cambridge,Lee Sperduti,Independent,0.9,Bryan Bryan,Liberal,43.2
35016,Cambridge,Bobbi Stewart,NDP-New Democratic Party,13.9,Bryan Bryan,Liberal,43.2
35017,Chatham-Kent--Leamington,Katie Omstead,Liberal,37.2,Dave Dave,Conservative,41.7
35017,Chatham-Kent--Leamington,Dave Van Kesteren,Conservative,41.7,Dave Dave,Conservative,41.7
35017,Chatham-Kent--Leamington,Mark Vercouteren,Green Party,2.7,Dave Dave,Conservative,41.7
35017,Chatham-Kent--Leamington,Tony Walsh,NDP-New Democratic Party,18.4,Dave Dave,Conservative,41.7
35018,Davenport,Andrew Cash,NDP-New Democratic Party,41.4,Julie Julie,Liberal,44.3
35018,Davenport,Julie Dzerowicz,Liberal,44.3,Julie Julie,Liberal,44.3
35018,Davenport,Miguel Figueroa,Communist,0.5,Julie Julie,Liberal,44.3
35018,Davenport,Chai Kalevar,Independent,0.2,Julie Julie,Liberal,44.3
35018,Davenport,Carlos Oliveira,Conservative,10.6,Julie Julie,Liberal,44.3
35018,Davenport,Dan Stein,Green Party,3.1,Julie Julie,Liberal,44.3
35019,Don Valley East,Khalid Ahmed,NDP-New Democratic Party,10.4,Yasmin Yasmin,Liberal,57.8
35019,Don Valley East,Maureen Harquail,Conservative,29.2,Yasmin Yasmin,Liberal,57.8
35019,Don Valley East,Yasmin Ratansi,Liberal,57.8,Yasmin Yasmin,Liberal,57.8
35019,Don Valley East,Laura Elizabeth Sanderson,Green Party,2.6,Yasmin Yasmin,Liberal,57.8
35020,Don Valley North,Caroline Brown,Green Party,2.2,Geng Geng,Liberal,51.4
35020,Don Valley North,Joe Daniel,Conservative,37.8,Geng Geng,Liberal,51.4
35020,Don Valley North,Akil Sadikali,NDP-New Democratic Party,8.5,Geng Geng,Liberal,51.4
35020,Don Valley North,Geng Tan,Liberal,51.4,Geng Geng,Liberal,51.4
35021,Don Valley West,John Carmichael,Conservative,37.6,Rob Rob,Liberal,53.8
35021,Don Valley West,Sharon Cromwell,Independent,0.1,Rob Rob,Liberal,53.8
35021,Don Valley West,Elizabeth Hill,Communist,0.2,Rob Rob,Liberal,53.8
35021,Don Valley West,Natalie Hunt,Green Party,1.7,Rob Rob,Liberal,53.8
35021,Don Valley West,John Kittredge,Libertarian,0.6,Rob Rob,Liberal,53.8
35021,Don Valley West,Rob Oliphant,Liberal,53.8,Rob Rob,Liberal,53.8
35021,Don Valley West,Syeda Riaz,NDP-New Democratic Party,6.0,Rob Rob,Liberal,53.8
35022,Dufferin--Caledon,Ed Crewson,Liberal,39.1,David Allan David Allan,Conservative,46.3
35022,Dufferin--Caledon,David Allan Tilson,Conservative,46.3,David Allan David Allan,Conservative,46.3
35022,Dufferin--Caledon,Nancy Urekar,Green Party,7.3,David Allan David Allan,Conservative,46.3
35022,Dufferin--Caledon,Rehya Yazbek,NDP-New Democratic Party,7.3,David Allan David Allan,Conservative,46.3
35023,Durham,Stacey Leadbetter,Green Party,2.5,Erin Erin,Conservative,45.1
35023,Durham,Andrew Moriarity,Christian Heritage Party,0.6,Erin Erin,Conservative,45.1
35023,Durham,Erin O'Toole,Conservative,45.1,Erin Erin,Conservative,45.1
35023,Durham,Derek Spence,NDP-New Democratic Party,16.0,Erin Erin,Conservative,45.1
35023,Durham,Corinna Traill,Liberal,35.8,Erin Erin,Conservative,45.1
35024,Eglinton--Lawrence,Rudy Brunell Solomonovici,Animal Alliance/Environment Voters,0.2,Marco Marco,Liberal,48.9
35024,Eglinton--Lawrence,Ethan Buchman,Libertarian,0.6,Marco Marco,Liberal,48.9
35024,Eglinton--Lawrence,Matthew Chisholm,Green Party,1.4,Marco Marco,Liberal,48.9
35024,Eglinton--Lawrence,Marco Mendicino,Liberal,48.9,Marco Marco,Liberal,48.9
35024,Eglinton--Lawrence,Joe Oliver,Conservative,42.6,Marco Marco,Liberal,48.9
35024,Eglinton--Lawrence,Andrew Thomson,NDP-New Democratic Party,6.3,Marco Marco,Liberal,48.9
35025,Elgin--Middlesex--London,Lori Baldwin-Sands,Liberal,31.0,Karen Louise Karen Louise,Conservative,49.2
35025,Elgin--Middlesex--London,Lou Bernardi,Rhinoceros,0.3,Karen Louise Karen Louise,Conservative,49.2
35025,Elgin--Middlesex--London,Michael Hopkins,Christian Heritage Party,0.9,Karen Louise Karen Louise,Conservative,49.2
35025,Elgin--Middlesex--London,Bronagh Joyce Morgan,Green Party,3.1,Karen Louise Karen Louise,Conservative,49.2
35025,Elgin--Middlesex--London,Fred Sinclair,NDP-New Democratic Party,15.4,Karen Louise Karen Louise,Conservative,49.2
35025,Elgin--Middlesex--London,Karen Louise Vecchio,Conservative,49.2,Karen Louise Karen Louise,Conservative,49.2
35026,Essex,Jennifer Alderson,Green Party,1.9,Tracey Tracey,NDP-New Democratic Party,41.4
35026,Essex,Audrey Festeryga,Liberal,20.9,Tracey Tracey,NDP-New Democratic Party,41.4
35026,Essex,Tracey Ramsey,NDP-New Democratic Party,41.4,Tracey Tracey,NDP-New Democratic Party,41.4
35026,Essex,Enver Villamizar,Marxist-Leninist,0.1,Tracey Tracey,NDP-New Democratic Party,41.4
35026,Essex,Jeff Watson,Conservative,35.7,Tracey Tracey,NDP-New Democratic Party,41.4
35027,Etobicoke Centre,Tanya De Mello,NDP-New Democratic Party,7.9,Borys Borys,Liberal,52.8
35027,Etobicoke Centre,Ted Opitz,Conservative,37.3,Borys Borys,Liberal,52.8
35027,Etobicoke Centre,Shawn Rizvi,Green Party,1.4,Borys Borys,Liberal,52.8
35027,Etobicoke Centre,Rob Wolvin,PC Party,0.6,Borys Borys,Liberal,52.8
35027,Etobicoke Centre,Borys Wrzesnewskyj,Liberal,52.8,Borys Borys,Liberal,52.8
